CustomerID,FullName,Segment,Region,Country
C01270,Neha Patel,Consumer,North,India
C01271,Siddharth Thomas,Consumer,Central,India
C01272,Siddharth Jain,Consumer,Central,India
C01273,Neha Das,Consumer,East,India
C01274,Tanvi Malhotra,Consumer,Central,India
C01275,Arjun Thomas,Consumer,East,India
C01276,Rohit Chowdhury,Consumer,Central,India
C01277,Karan Gupta,Corporate,Central,India
C01278,Neha Kapoor,Consumer,North,India
C01279,Rohit Iyer,Consumer,West,India
C01280,Rohit Patel,Consumer,East,India
C01281,Rahul Das,Consumer,Central,India
C01282,Aditya Verma,Corporate,South,India
C01283,Sai Verma,Consumer,West,India
C01284,Ananya Singh,Consumer,West,India
C01285,Siddharth Khan,Consumer,Central,India
C01286,Aisha Verma,Consumer,Central,India
C01287,Aditya Sharma,Small Business,South,India
C01288,Siddharth Kumar,Consumer,North,India
C01289,Neha Malhotra,Consumer,West,India
C01290,Neha Verma,Corporate,East,India
C01291,Manish Verma,Consumer,East,India
C01292,Aditya Jain,Small Business,North,India
C01293,Vihaan Mehta,Consumer,South,India
C01294,Ananya Khan,Consumer,Central,India
C01295,Sai Malhotra,Consumer,West,India
C01296,Vihaan Joshi,Consumer,West,India
C01297,Rahul Singh,Consumer,South,India
C01298,Rohit Iyer,Consumer,South,India
C01299,Rohit Kapoor,Consumer,East,India
C01300,Riya Malhotra,Small Business,East,India
C01301,Neha Mukherjee,Corporate,West,India
C01302,Riya Kapoor,Consumer,Central,India
C01303,Ananya Iyer,Corporate,East,India
C01304,Neha Thomas,Consumer,West,India
C01305,Aarav Verma,Small Business,Central,India
C01306,Aarav Khan,Consumer,East,India
C01307,Aarav Nair,Small Business,South,India
C01308,Riya Sharma,Corporate,East,India
C01309,Rohit Khan,Consumer,Central,India
C01310,Arjun Singh,Consumer,East,India
C01311,Arjun Patel,Consumer,Central,India
C01312,Saanvi Mehta,Consumer,East,India
C01313,Aditya Joshi,Consumer,South,India
C01314,Aditya Das,Corporate,South,India
C01315,Siddharth Joshi,Corporate,North,India
C01316,Tanvi Nair,Consumer,Central,India
C01317,Karan Kumar,Corporate,East,India
C01318,Neha Mukherjee,Consumer,North,India
C01319,Saanvi Kapoor,Small Business,West,India
C01320,Vivaan Nair,Consumer,East,India
C01321,Rohit Joshi,Consumer,Central,India
C01322,Saanvi Patel,Consumer,West,India
C01323,Priya Kapoor,Consumer,North,India
C01324,Saanvi Mukherjee,Consumer,West,India
C01325,Arjun Patel,Consumer,West,India
C01326,Ankit Verma,Consumer,East,India
C01327,Aditya Iyer,Consumer,South,India
C01328,Arjun Dutta,Consumer,West,India
C01329,Karan Joshi,Consumer,Central,India
C01330,Manish Mehta,Consumer,East,India
C01331,Rahul Das,Consumer,Central,India
C01332,Aditya Singh,Consumer,West,India
C01333,Neha Chowdhury,Consumer,East,India
C01334,Tanvi Sharma,Corporate,South,India
C01335,Neha Kapoor,Corporate,West,India
C01336,Tanvi Patel,Consumer,South,India
C01337,Ananya Chowdhury,Consumer,North,India
C01338,Vihaan Verma,Consumer,Central,India
C01339,Arjun Nair,Consumer,North,India
C01340,Isha Thomas,Consumer,East,India
C01341,Ananya Malhotra,Consumer,Central,India
C01342,Manish Reddy,Consumer,Central,India
C01343,Arjun Sharma,Consumer,Central,India
C01344,Vivaan Reddy,Consumer,East,India
C01345,Ananya Kapoor,Consumer,West,India
C01346,Aarav Kumar,Consumer,East,India
C01347,Neha Singh,Consumer,West,India
C01348,Saanvi Iyer,Consumer,North,India
C01349,Riya Dutta,Corporate,Central,India
C01350,Aditya Gupta,Consumer,West,India
C01351,Rohit Sharma,Consumer,Central,India
C01352,Isha Das,Consumer,South,India
C01353,Aarav Chowdhury,Consumer,East,India
C01354,Isha Mehta,Small Business,Central,India
C01355,Aisha Verma,Consumer,West,India
C01356,Aarav Malhotra,Small Business,South,India
C01357,Arjun Das,Corporate,South,India
C01358,Aditya Iyer,Consumer,Central,India
C01359,Saanvi Mukherjee,Consumer,South,India
C01360,Rahul Nair,Small Business,East,India
C01361,Priya Malhotra,Consumer,South,India
C01362,Ankit Malhotra,Consumer,South,India
C01363,Arjun Nair,Consumer,Central,India
C01364,Arjun Mukherjee,Small Business,South,India
C01365,Ankit Gupta,Consumer,Central,India
C01366,Rohit Singh,Consumer,South,India
C01367,Aarav Das,Corporate,West,India
C01368,Rahul Nair,Consumer,East,India
C01369,Arjun Jain,Consumer,South,India
C01370,Aarav Kapoor,Consumer,Central,India
C01371,Ankit Kapoor,Consumer,South,India
C01372,Saanvi Sharma,Consumer,West,India
C01373,Arjun Khan,Corporate,West,India
C01374,Neha Gupta,Corporate,West,India
C01375,Siddharth Patel,Consumer,South,India
C01376,Vivaan Mukherjee,Corporate,North,India
C01377,Aisha Mukherjee,Consumer,South,India
C01378,Ananya Kumar,Consumer,West,India
C01379,Tanvi Dutta,Consumer,West,India
C01380,Saanvi Mukherjee,Consumer,North,India
C01381,Tanvi Iyer,Consumer,West,India
C01382,Tanvi Joshi,Consumer,Central,India
C01383,Vivaan Khan,Consumer,West,India
C01384,Vivaan Mehta,Consumer,West,India
C01385,Vivaan Malhotra,Consumer,North,India
C01386,Ananya Nair,Consumer,East,India
C01387,Isha Thomas,Consumer,East,India
C01388,Tanvi Verma,Consumer,South,India
C01389,Priya Thomas,Consumer,Central,India
C01390,Vihaan Gupta,Corporate,Central,India
C01391,Arjun Iyer,Consumer,West,India
C01392,Aarav Gupta,Consumer,South,India
C01393,Priya Kumar,Consumer,South,India
C01394,Vihaan Kumar,Consumer,West,India
C01395,Neha Kumar,Consumer,West,India
C01396,Manish Kapoor,Small Business,West,India
C01397,Rohit Iyer,Consumer,South,India
C01398,Riya Joshi,Corporate,South,India
C01399,Sai Patel,Consumer,North,India
C01400,Rahul Nair,Consumer,West,India
C01401,Isha Gupta,Consumer,South,India
C01402,Ananya Sharma,Consumer,East,India
C01403,Aarav Thomas,Consumer,West,India
C01404,Rohit Sharma,Consumer,West,India
C01405,Saanvi Jain,Consumer,West,India
C01406,Priya Mukherjee,Consumer,Central,India
C01407,Tanvi Sharma,Consumer,Central,India
C01408,Aisha Kapoor,Consumer,South,India
C01409,Vivaan Gupta,Consumer,East,India
C01410,Vivaan Patel,Corporate,Central,India
C01411,Tanvi Nair,Consumer,North,India
C01412,Vivaan Singh,Consumer,South,India
C01413,Sai Nair,Consumer,Central,India
C01414,Ankit Malhotra,Consumer,West,India
C01415,Ankit Chowdhury,Small Business,North,India
C01416,Isha Das,Consumer,West,India
C01417,Aditya Mukherjee,Corporate,North,India
C01418,Isha Dutta,Consumer,East,India
C01419,Riya Khan,Consumer,South,India
C01420,Ananya Kapoor,Consumer,Central,India
C01421,Manish Kumar,Consumer,Central,India
C01422,Isha Mukherjee,Consumer,East,India
C01423,Aisha Khan,Consumer,Central,India
C01424,Neha Patel,Consumer,West,India
C01425,Manish Dutta,Consumer,South,India
C01426,Tanvi Mehta,Consumer,South,India
C01427,Aarav Singh,Consumer,North,India
C01428,Ananya Kapoor,Small Business,West,India
C01429,Vivaan Das,Consumer,South,India
C01430,Aarav Jain,Consumer,East,India
C01431,Aditya Nair,Consumer,Central,India
C01432,Riya Sharma,Consumer,East,India
C01433,Riya Iyer,Consumer,Central,India
C01434,Aarav Gupta,Consumer,East,India
C01435,Siddharth Dutta,Corporate,South,India
C01436,Siddharth Patel,Consumer,Central,India
C01437,Riya Thomas,Corporate,West,India
C01438,Vivaan Khan,Consumer,East,India
C01439,Rohit Malhotra,Consumer,Central,India
C01440,Riya Chowdhury,Consumer,South,India
C01441,Aisha Sharma,Consumer,West,India
C01442,Rohit Gupta,Consumer,West,India
C01443,Sai Kapoor,Consumer,East,India
C01444,Riya Verma,Consumer,North,India
C01445,Siddharth Mehta,Consumer,East,India
C01446,Ananya Khan,Consumer,North,India
C01447,Neha Verma,Corporate,North,India
C01448,Priya Khan,Consumer,West,India
C01449,Manish Patel,Consumer,West,India
C01450,Manish Nair,Corporate,South,India
C01451,Vihaan Khan,Consumer,South,India
C01452,Ananya Verma,Consumer,Central,India
C01453,Vihaan Sharma,Consumer,North,India
C01454,Tanvi Kumar,Consumer,North,India
C01455,Vihaan Khan,Corporate,East,India
C01456,Aarav Joshi,Corporate,South,India
C01457,Riya Jain,Consumer,East,India
C01458,Rohit Das,Corporate,North,India
C01459,Aisha Patel,Consumer,North,India
C01460,Aarav Kapoor,Consumer,North,India
C01461,Ananya Malhotra,Consumer,East,India
C01462,Aisha Patel,Small Business,East,India
C01463,Ankit Mehta,Consumer,East,India
C01464,Tanvi Das,Consumer,North,India
C01465,Arjun Sharma,Consumer,North,India
C01466,Vihaan Iyer,Consumer,West,India
C01467,Karan Gupta,Consumer,Central,India
C01468,Priya Kapoor,Consumer,East,India
C01469,Ananya Malhotra,Consumer,West,India
C01470,Ankit Patel,Consumer,West,India
C01471,Vihaan Thomas,Consumer,West,India
C01472,Siddharth Mehta,Small Business,South,India
C01473,Tanvi Reddy,Small Business,West,India
C01474,Sai Das,Corporate,East,India
C01475,Priya Dutta,Consumer,West,India
C01476,Vihaan Chowdhury,Consumer,South,India
C01477,Isha Chowdhury,Consumer,South,India
C01478,Manish Singh,Consumer,North,India
C01479,Riya Malhotra,Consumer,East,India
C01480,Rohit Thomas,Consumer,West,India
C01481,Saanvi Kapoor,Consumer,South,India
C01482,Siddharth Iyer,Consumer,South,India
C01483,Ankit Mukherjee,Corporate,West,India
C01484,Ankit Das,Consumer,South,India
C01485,Sai Kumar,Consumer,Central,India
C01486,Siddharth Singh,Consumer,West,India
C01487,Riya Malhotra,Consumer,West,India
C01488,Sai Nair,Small Business,North,India
C01489,Tanvi Singh,Consumer,Central,India
C01490,Karan Das,Consumer,North,India
C01491,Aditya Jain,Corporate,Central,India
C01492,Aarav Patel,Consumer,West,India
C01493,Rohit Nair,Consumer,Central,India
C01494,Priya Jain,Consumer,East,India
C01495,Isha Joshi,Corporate,East,India
C01496,Rahul Chowdhury,Small Business,Central,India
C01497,Aarav Kapoor,Small Business,West,India
C01498,Arjun Nair,Consumer,Central,India
C01499,Vivaan Sharma,Consumer,East,India
C01500,Vihaan Nair,Corporate,South,India
C01501,Rahul Joshi,Consumer,East,India
C01502,Karan Iyer,Consumer,Central,India
C01503,Ananya Gupta,Consumer,South,India
C01504,Rohit Iyer,Corporate,East,India
C01505,Rahul Patel,Consumer,South,India
C01506,Arjun Sharma,Consumer,North,India
C01507,Arjun Dutta,Consumer,South,India
C01508,Aditya Patel,Consumer,West,India
C01509,Priya Kapoor,Small Business,Central,India
C01510,Sai Thomas,Consumer,Central,India
C01511,Priya Iyer,Consumer,South,India
C01512,Rahul Kapoor,Consumer,West,India
C01513,Saanvi Khan,Consumer,Central,India
C01514,Ankit Chowdhury,Consumer,North,India
C01515,Ankit Dutta,Consumer,North,India
C01516,Ankit Dutta,Small Business,North,India
C01517,Arjun Khan,Small Business,East,India
C01518,Priya Khan,Consumer,Central,India
C01519,Aditya Mehta,Consumer,North,India
C01520,Rohit Joshi,Consumer,North,India
C01521,Riya Malhotra,Corporate,West,India
C01522,Priya Khan,Small Business,Central,India
C01523,Riya Mukherjee,Consumer,East,India
C01524,Isha Gupta,Consumer,Central,India
C01525,Isha Joshi,Consumer,West,India
C01526,Ankit Gupta,Consumer,East,India
C01527,Tanvi Sharma,Consumer,North,India
C01528,Arjun Khan,Consumer,East,India
C01529,Aisha Patel,Consumer,East,India
C01530,Aisha Sharma,Consumer,Central,India
C01531,Sai Joshi,Consumer,West,India
C01532,Neha Gupta,Consumer,South,India
C01533,Siddharth Gupta,Corporate,North,India
C01534,Riya Kumar,Small Business,Central,India
C01535,Arjun Dutta,Corporate,West,India
C01536,Karan Mehta,Consumer,South,India
C01537,Ananya Joshi,Consumer,East,India
C01538,Vivaan Reddy,Corporate,North,India
C01539,Vivaan Gupta,Consumer,West,India
C01540,Isha Dutta,Consumer,Central,India
C01541,Saanvi Iyer,Consumer,West,India
C01542,Siddharth Reddy,Consumer,West,India
C01543,Aarav Nair,Small Business,West,India
C01544,Karan Das,Small Business,North,India
C01545,Vihaan Malhotra,Consumer,West,India
C01546,Tanvi Reddy,Consumer,East,India
C01547,Vihaan Reddy,Consumer,West,India
C01548,Priya Mehta,Consumer,Central,India
C01549,Ananya Khan,Consumer,South,India
C01550,Riya Malhotra,Consumer,North,India
C01551,Aditya Sharma,Consumer,Central,India
C01552,Vihaan Thomas,Consumer,East,India
C01553,Aisha Jain,Consumer,Central,India
C01554,Aditya Verma,Small Business,South,India
C01555,Tanvi Singh,Consumer,North,India
C01556,Aditya Kapoor,Consumer,Central,India
C01557,Sai Singh,Consumer,East,India
C01558,Isha Thomas,Consumer,North,India
C01559,Priya Reddy,Corporate,East,India
C01560,Aisha Gupta,Corporate,East,India
C01561,Vivaan Iyer,Consumer,North,India
C01562,Aisha Reddy,Consumer,North,India
C01563,Siddharth Jain,Consumer,South,India
C01564,Siddharth Singh,Consumer,West,India
C01565,Ananya Kapoor,Consumer,West,India
C01566,Aisha Singh,Consumer,North,India
C01567,Ankit Reddy,Corporate,North,India
C01568,Siddharth Patel,Consumer,North,India
C01569,Vivaan Iyer,Consumer,East,India
C01570,Karan Joshi,Consumer,West,India
C01571,Siddharth Mukherjee,Consumer,North,India
C01572,Rohit Mehta,Consumer,West,India
C01573,Vihaan Joshi,Consumer,East,India
C01574,Riya Nair,Consumer,North,India
C01575,Neha Malhotra,Corporate,East,India
C01576,Aditya Thomas,Corporate,East,India
C01577,Ananya Gupta,Consumer,West,India
C01578,Ananya Nair,Consumer,North,India
C01579,Neha Dutta,Consumer,West,India
C01580,Ananya Patel,Consumer,North,India
C01581,Ankit Mehta,Consumer,North,India
C01582,Rohit Nair,Consumer,West,India
C01583,Aarav Verma,Consumer,East,India
C01584,Vivaan Iyer,Consumer,Central,India
C01585,Priya Malhotra,Consumer,Central,India
C01586,Saanvi Kumar,Consumer,South,India
C01587,Siddharth Sharma,Consumer,Central,India
C01588,Vivaan Mehta,Consumer,South,India
C01589,Aarav Gupta,Consumer,East,India
C01590,Vihaan Thomas,Consumer,Central,India
C01591,Aditya Singh,Consumer,Central,India
C01592,Tanvi Mehta,Consumer,South,India
C01593,Rahul Das,Corporate,West,India
C01594,Riya Singh,Small Business,Central,India
C01595,Rohit Patel,Consumer,South,India
C01596,Vivaan Joshi,Consumer,North,India
C01597,Vihaan Reddy,Consumer,West,India
C01598,Sai Chowdhury,Consumer,West,India
C01599,Saanvi Joshi,Consumer,North,India
C01600,Tanvi Iyer,Corporate,North,India
C01601,Siddharth Kumar,Consumer,South,India
C01602,Aditya Joshi,Corporate,West,India
C01603,Siddharth Patel,Consumer,East,India
C01604,Manish Thomas,Consumer,South,India
C01605,Tanvi Verma,Consumer,West,India
C01606,Tanvi Kumar,Consumer,East,India
C01607,Neha Mukherjee,Consumer,South,India
C01608,Ananya Singh,Small Business,North,India
C01609,Tanvi Chowdhury,Corporate,Central,India
C01610,Manish Mehta,Consumer,South,India
C01611,Aisha Verma,Consumer,South,India
C01612,Siddharth Dutta,Consumer,North,India
C01613,Vivaan Chowdhury,Consumer,West,India
C01614,Aisha Das,Consumer,West,India
C01615,Vivaan Singh,Consumer,Central,India
C01616,Sai Gupta,Corporate,West,India
C01617,Manish Singh,Consumer,South,India
C01618,Priya Joshi,Consumer,West,India
C01619,Ananya Das,Consumer,North,India
C01620,Riya Mehta,Consumer,West,India
C01621,Ananya Iyer,Corporate,North,India
C01622,Siddharth Joshi,Consumer,West,India
C01623,Arjun Jain,Small Business,West,India
C01624,Sai Iyer,Consumer,West,India
C01625,Ananya Chowdhury,Small Business,South,India
C01626,Riya Patel,Consumer,Central,India
C01627,Vivaan Reddy,Consumer,West,India
C01628,Priya Mukherjee,Consumer,East,India
C01629,Saanvi Nair,Consumer,Central,India
C01630,Sai Joshi,Small Business,South,India
C01631,Aditya Mukherjee,Corporate,West,India
C01632,Ananya Joshi,Consumer,West,India
C01633,Aisha Sharma,Consumer,South,India
C01634,Saanvi Das,Consumer,South,India
C01635,Ankit Patel,Small Business,North,India
C01636,Rahul Verma,Consumer,West,India
C01637,Manish Verma,Consumer,West,India
C01638,Siddharth Singh,Consumer,South,India
C01639,Aditya Malhotra,Corporate,West,India
C01640,Ananya Patel,Consumer,South,India
C01641,Aditya Sharma,Consumer,East,India
C01642,Sai Thomas,Corporate,Central,India
C01643,Aarav Thomas,Consumer,South,India
C01644,Karan Gupta,Corporate,East,India
C01645,Priya Sharma,Corporate,North,India
C01646,Karan Das,Consumer,East,India
C01647,Rahul Reddy,Consumer,Central,India
C01648,Rohit Joshi,Corporate,North,India
C01649,Tanvi Das,Consumer,North,India
C01650,Manish Chowdhury,Corporate,North,India
C01651,Karan Chowdhury,Consumer,North,India
C01652,Neha Chowdhury,Consumer,Central,India
C01653,Aditya Malhotra,Consumer,South,India
C01654,Arjun Das,Consumer,North,India
C01655,Siddharth Joshi,Corporate,South,India
C01656,Saanvi Das,Consumer,East,India
C01657,Manish Mukherjee,Consumer,North,India
C01658,Neha Chowdhury,Consumer,Central,India
C01659,Manish Singh,Consumer,Central,India
C01660,Rohit Nair,Consumer,East,India
C01661,Aditya Jain,Corporate,West,India
C01662,Aditya Kumar,Consumer,South,India
C01663,Isha Kumar,Consumer,East,India
C01664,Vihaan Patel,Consumer,South,India
C01665,Manish Sharma,Consumer,Central,India
C01666,Arjun Dutta,Consumer,West,India
C01667,Aarav Nair,Consumer,North,India
C01668,Saanvi Khan,Consumer,West,India
C01669,Ankit Das,Consumer,East,India
C01670,Siddharth Joshi,Consumer,Central,India
C01671,Rohit Thomas,Consumer,Central,India
C01672,Arjun Nair,Consumer,East,India
C01673,Saanvi Dutta,Consumer,East,India
C01674,Vivaan Patel,Consumer,West,India
C01675,Sai Kapoor,Small Business,Central,India
C01676,Isha Gupta,Small Business,South,India
C01677,Sai Mehta,Consumer,East,India
C01678,Ankit Patel,Consumer,East,India
C01679,Sai Jain,Consumer,North,India
C01680,Riya Chowdhury,Consumer,West,India
C01681,Rohit Gupta,Consumer,North,India
C01682,Aarav Iyer,Small Business,South,India
C01683,Priya Das,Consumer,Central,India
C01684,Manish Das,Consumer,East,India
C01685,Siddharth Nair,Small Business,Central,India
C01686,Arjun Joshi,Consumer,West,India
C01687,Riya Singh,Consumer,North,India
C01688,Arjun Malhotra,Consumer,North,India
C01689,Karan Kapoor,Corporate,West,India
C01690,Neha Kumar,Consumer,Central,India
C01691,Ananya Joshi,Consumer,East,India
C01692,Ananya Sharma,Consumer,West,India
C01693,Aditya Khan,Consumer,West,India
C01694,Riya Kapoor,Consumer,North,India
C01695,Neha Iyer,Consumer,West,India
C01696,Neha Iyer,Consumer,East,India
C01697,Neha Chowdhury,Consumer,West,India
C01698,Rohit Kumar,Consumer,West,India
C01699,Rahul Thomas,Consumer,West,India
C01700,Rahul Patel,Corporate,Central,India
C01701,Aditya Patel,Consumer,West,India
C01702,Manish Das,Consumer,Central,India
C01703,Karan Kumar,Consumer,East,India
C01704,Rahul Gupta,Consumer,Central,India
C01705,Arjun Jain,Consumer,West,India
C01706,Isha Malhotra,Consumer,East,India
C01707,Ankit Nair,Consumer,West,India
C01708,Saanvi Sharma,Corporate,South,India
C01709,Aisha Nair,Small Business,West,India
C01710,Vihaan Nair,Consumer,West,India
C01711,Saanvi Sharma,Consumer,East,India
C01712,Siddharth Kumar,Consumer,East,India
C01713,Ankit Dutta,Consumer,East,India
C01714,Siddharth Singh,Consumer,Central,India
C01715,Aarav Reddy,Consumer,North,India
C01716,Arjun Das,Consumer,South,India
C01717,Neha Gupta,Consumer,East,India
C01718,Rahul Chowdhury,Consumer,East,India
C01719,Manish Kumar,Consumer,South,India
C01720,Vihaan Kapoor,Corporate,Central,India
C01721,Riya Das,Corporate,East,India
C01722,Aisha Chowdhury,Consumer,Central,India
C01723,Neha Patel,Consumer,Central,India
C01724,Isha Chowdhury,Corporate,West,India
C01725,Riya Gupta,Consumer,South,India
C01726,Manish Mehta,Corporate,Central,India
C01727,Tanvi Khan,Corporate,Central,India
C01728,Vihaan Mukherjee,Consumer,North,India
C01729,Vihaan Patel,Small Business,West,India
C01730,Neha Nair,Consumer,South,India
C01731,Priya Kapoor,Consumer,East,India
C01732,Sai Nair,Consumer,North,India
C01733,Saanvi Patel,Corporate,South,India
C01734,Saanvi Nair,Consumer,South,India
C01735,Aditya Mukherjee,Consumer,North,India
C01736,Aditya Sharma,Corporate,West,India
C01737,Vivaan Jain,Consumer,Central,India
C01738,Ankit Verma,Consumer,East,India
C01739,Vivaan Kumar,Consumer,North,India
C01740,Vihaan Singh,Small Business,South,India
C01741,Ankit Jain,Consumer,East,India
C01742,Aarav Kumar,Consumer,East,India
C01743,Ankit Chowdhury,Consumer,Central,India
C01744,Tanvi Mehta,Consumer,North,India
C01745,Vihaan Joshi,Corporate,Central,India
C01746,Ananya Jain,Small Business,South,India
C01747,Rohit Sharma,Small Business,North,India
C01748,Ananya Khan,Corporate,West,India
C01749,Neha Joshi,Consumer,North,India
C01750,Sai Chowdhury,Small Business,West,India
C01751,Ananya Khan,Consumer,North,India
C01752,Riya Singh,Consumer,Central,India
C01753,Arjun Dutta,Corporate,East,India
C01754,Rohit Verma,Consumer,West,India
C01755,Vihaan Iyer,Consumer,Central,India
C01756,Isha Thomas,Consumer,West,India
C01757,Isha Mukherjee,Consumer,North,India
C01758,Siddharth Chowdhury,Consumer,West,India
C01759,Vihaan Iyer,Consumer,North,India
C01760,Vihaan Patel,Consumer,Central,India
C01761,Vihaan Gupta,Consumer,South,India
C01762,Riya Jain,Consumer,West,India
C01763,Vihaan Mehta,Corporate,West,India
C01764,Aisha Joshi,Consumer,West,India
C01765,Neha Dutta,Consumer,West,India
C01766,Siddharth Khan,Consumer,West,India
C01767,Vihaan Singh,Consumer,West,India
C01768,Saanvi Patel,Consumer,North,India
C01769,Aditya Dutta,Consumer,South,India
C01770,Karan Kapoor,Consumer,South,India
C01771,Isha Kapoor,Consumer,North,India
C01772,Manish Dutta,Corporate,South,India
C01773,Isha Dutta,Consumer,East,India
C01774,Rohit Das,Corporate,Central,India
C01775,Rohit Sharma,Small Business,North,India
C01776,Rahul Singh,Consumer,East,India
C01777,Karan Thomas,Consumer,North,India
C01778,Sai Malhotra,Consumer,East,India
C01779,Sai Dutta,Consumer,East,India
C01780,Karan Dutta,Corporate,Central,India
C01781,Siddharth Malhotra,Consumer,Central,India
C01782,Siddharth Dutta,Consumer,South,India
C01783,Manish Verma,Consumer,West,India
C01784,Ankit Iyer,Consumer,East,India
C01785,Isha Das,Consumer,Central,India
C01786,Vivaan Patel,Corporate,East,India
C01787,Ankit Sharma,Corporate,East,India
C01788,Karan Singh,Consumer,East,India
C01789,Rahul Chowdhury,Consumer,South,India
C01790,Saanvi Mehta,Consumer,Central,India
C01791,Aditya Kumar,Corporate,North,India
C01792,Riya Gupta,Consumer,East,India
C01793,Vivaan Thomas,Consumer,West,India
C01794,Ankit Khan,Small Business,East,India
C01795,Aarav Dutta,Consumer,East,India
C01796,Karan Joshi,Consumer,Central,India
C01797,Vihaan Dutta,Consumer,South,India
C01798,Riya Dutta,Consumer,East,India
C01799,Sai Kapoor,Consumer,West,India
C01800,Ananya Dutta,Consumer,North,India
C01801,Rohit Jain,Consumer,North,India
C01802,Isha Joshi,Consumer,South,India
C01803,Tanvi Kumar,Consumer,Central,India
C01804,Vihaan Joshi,Consumer,North,India
C01805,Ankit Khan,Consumer,South,India
C01806,Neha Kumar,Consumer,East,India
C01807,Manish Nair,Consumer,Central,India
C01808,Riya Jain,Consumer,East,India
C01809,Tanvi Khan,Consumer,Central,India
C01810,Sai Sharma,Consumer,Central,India
C01811,Sai Joshi,Consumer,West,India
C01812,Aisha Malhotra,Corporate,West,India
C01813,Ankit Verma,Consumer,East,India
C01814,Priya Patel,Consumer,East,India
C01815,Rahul Mukherjee,Consumer,North,India
C01816,Ananya Mukherjee,Consumer,East,India
C01817,Sai Reddy,Consumer,South,India
C01818,Karan Mehta,Consumer,South,India
C01819,Aarav Mehta,Corporate,East,India
C01820,Priya Dutta,Consumer,West,India
C01821,Rahul Verma,Consumer,East,India
C01822,Arjun Sharma,Consumer,East,India
C01823,Rohit Gupta,Consumer,North,India
C01824,Siddharth Sharma,Consumer,North,India
C01825,Riya Kapoor,Consumer,North,India
C01826,Rahul Chowdhury,Consumer,North,India
C01827,Karan Patel,Consumer,Central,India
C01828,Manish Singh,Consumer,Central,India
C01829,Manish Reddy,Consumer,North,India
C01830,Saanvi Kapoor,Consumer,East,India
C01831,Riya Joshi,Consumer,South,India
C01832,Rahul Jain,Consumer,South,India
C01833,Ananya Reddy,Consumer,East,India
C01834,Ankit Verma,Consumer,East,India
C01835,Vihaan Das,Consumer,West,India
C01836,Saanvi Reddy,Corporate,South,India
C01837,Neha Dutta,Consumer,East,India
C01838,Aarav Kapoor,Consumer,North,India
C01839,Saanvi Reddy,Consumer,East,India
C01840,Neha Singh,Consumer,South,India
C01841,Priya Iyer,Consumer,West,India
C01842,Aisha Nair,Consumer,South,India
C01843,Isha Jain,Corporate,South,India
C01844,Priya Das,Corporate,West,India
C01845,Vivaan Reddy,Corporate,West,India
C01846,Siddharth Mukherjee,Small Business,East,India
C01847,Rahul Singh,Corporate,East,India
C01848,Manish Kumar,Consumer,Central,India
C01849,Rohit Das,Consumer,North,India
C01850,Vivaan Gupta,Consumer,South,India
C01851,Aarav Iyer,Consumer,East,India
C01852,Riya Joshi,Consumer,South,India
C01853,Saanvi Khan,Consumer,South,India
C01854,Tanvi Mukherjee,Corporate,East,India
C01855,Priya Dutta,Corporate,South,India
C01856,Aisha Gupta,Consumer,East,India
C01857,Isha Jain,Consumer,East,India
C01858,Sai Iyer,Corporate,Central,India
C01859,Saanvi Sharma,Small Business,Central,India
C01860,Tanvi Mehta,Small Business,West,India
C01861,Ananya Reddy,Consumer,South,India
C01862,Vivaan Iyer,Consumer,Central,India
C01863,Aisha Patel,Consumer,East,India
C01864,Sai Joshi,Consumer,Central,India
C01865,Rahul Thomas,Corporate,West,India
C01866,Vihaan Mehta,Consumer,South,India
C01867,Aisha Nair,Consumer,West,India
C01868,Arjun Mukherjee,Corporate,Central,India
C01869,Ananya Nair,Consumer,South,India
C01870,Rahul Gupta,Consumer,South,India
C01871,Aarav Nair,Small Business,South,India
C01872,Tanvi Thomas,Small Business,East,India
C01873,Ankit Thomas,Consumer,West,India
C01874,Arjun Das,Small Business,West,India
C01875,Ananya Iyer,Consumer,Central,India
C01876,Aisha Kumar,Consumer,North,India
C01877,Vivaan Das,Small Business,West,India
C01878,Neha Kapoor,Small Business,Central,India
C01879,Vivaan Sharma,Consumer,Central,India
C01880,Karan Nair,Small Business,East,India
C01881,Arjun Malhotra,Consumer,South,India
C01882,Aisha Gupta,Consumer,East,India
C01883,Priya Patel,Consumer,Central,India
C01884,Rahul Patel,Consumer,East,India
C01885,Vivaan Patel,Consumer,East,India
C01886,Neha Mukherjee,Consumer,East,India
C01887,Tanvi Reddy,Consumer,West,India
C01888,Sai Das,Consumer,West,India
C01889,Arjun Malhotra,Corporate,West,India
C01890,Vivaan Jain,Consumer,South,India
C01891,Sai Verma,Consumer,South,India
C01892,Priya Mukherjee,Consumer,West,India
C01893,Vivaan Thomas,Consumer,Central,India
C01894,Siddharth Thomas,Consumer,South,India
C01895,Vihaan Chowdhury,Consumer,East,India
C01896,Sai Gupta,Consumer,East,India
C01897,Ankit Joshi,Consumer,North,India
C01898,Manish Joshi,Consumer,North,India
C01899,Saanvi Dutta,Consumer,East,India
C01900,Aarav Nair,Consumer,North,India
C01901,Karan Chowdhury,Consumer,North,India
C01902,Riya Patel,Consumer,West,India
C01903,Siddharth Thomas,Consumer,East,India
C01904,Tanvi Sharma,Consumer,North,India
